Content;Url;Date
Najpierw na trustpilot przeczytałem opinie, że fru.pl rezerwuje nieco taniej bilety. Po czym sobie każe dopłacić, poście poniżej u innego klienta kazali sobie dopłacić > 1000 zł. U mnie bilety taniej niż u konkurencji o około 100 zł. Zapłaciłem kartą. Po czym podobnie jak w poście niżej przychodzi mail, że opłata wzrosła o 450 zł jak ok to link do opłaty jak nie to zwrócą. Mimo, że przelewy są szybkie i mój bank City dobrze pracuje. Oddawali pieniądze od soboty do czwartku. Na szczęście mogłem wyłożyć na bilety w lepszej firmie co prawda 100 zł drożej ale nie kłamali, że przewoźnik Norwegian zrobił im pod górkę i to nie ich wina. Zdecydowanie nie polecam. Niemniej każdy pracuje na swoją markę.;https://www.trustpilot.com/reviews/6510a876d0346192a753751b;2023-09-24T23:21:58.0000000Z
Rabat na zakup biletów lotniczych powinien być również dla dwóch  osób ,a nie tylko dla trzech osób . Firma powinna docenić wiernych klientów  !!!  Pozdr. Jan;https://www.trustpilot.com/reviews/64c130c42e590f7f77f96a95;2023-07-26T16:42:12.0000000Z
Jest to najgorsz biuro z jakim się spotkałam!!! Oszuści  . Zakupiłam bagaż dodatkowy dla 6 osób. Po czym okazało się  że tych bagaży nie ma !!! Kontakt   bardzo utrudniony;https://www.trustpilot.com/reviews/64e4c014e7793fa201e11215;2023-08-22T16:03:00.0000000Z
Niestety nie można ustalić skali na mniej niż zero - kompletny absurd i idiotyzm - nigdy w życiu nie spotkałem się z taką bezmyślnością a wręcz debilizmem - nie naciąga się klijenta na odprawę płatna podjąć mu błędy e-mail tak by nie był w stanie sam się odprawić i tak właśnie ponoszę dodatkowe koszta jednak Pani Monika Jaskółka myśli że zrobi że nmnie debila i jeszcze dopłacę by wigilię moc użyć biletu - niestety na nieszczęście tej idiotycznej firmy która widać nie potrafi nawet dokończyć formalności i potraktować klienta z szacunkiem i choć by padło przepraszamy - no nie tylko zapłać to my cię odprawimy - scam I naciąganie - nawet nie mają w planach oddać poniesionych kosztów odprawy - niestety na nieszczęście jestem adwokatem i pracuje w jednej z bardzo popularnych agencji adwokackich jaka zajmuje się na skalę światową wyłudzeniami i scamami - z racji też że posiadam podwójne obywatelstwo domagać się będę całego odszkodwoanie za zniszcziny urlop za debilizm z jakim odszcznienia i bardzo popularny jestem uszczerbek na zdrowiu mentalnym klienta mimo że w PL nie ma tym mowy - udzielanie klijentowi odpowiedzi do 30dni to też nie ma nic współpracy onego z oprawę a wręcz jest kolejnym dowodem na jego łamanie przez tą właśnie firmę - dlatego jak tylko wrócę do Londynu zacznę od artykułu w gazetach i mediach społecznościowych ograniczając opinie sądu i wsztkie prawne wyjaśnienie włącznie z paragrafami - więc w kilku słowach - jeśli ktoś ma ochotę niszczyć sobie urlop to polecam tą firmę bardzo bo mają  tak głęboko w dupie kolejna że nawet prośba by uzyskać bezpośredni kontakt z jakąkolwiek placówka bezpośrednio a nie przez wypełnianie jakiś formularzy na stronie by łaskawie móc napisać skargę jednak nie można jej albo wysłać bo mają oni problem z  serwerem albo i tak zostanie ona zignorowana bądź ktoś po drugiej stronie na żywca usiłuje zrobić z nad debila- ani więc kontaktu bezpośredniego się doczekałem o numerze tel zapomnijmy co jestem kolejnym łamaniem prawa - więc teraz przedstawiciel kancelarii będzie zmuszony polecieć na koszt tej cudownej firmy co dochodzi do kosztów i dostarczyc wezwanie da sądu w UK na rozprawę - kompletna olewka i pojebstwo- ale jak widać trzeba było sobie zdać sprawę na początku że nie zawsze ma się do czynienia z pojebem a że prawo w UK obowiązuje inaczej to zapewniam państwa że dołożę wszelkich starań by ta firma nie była w stanie już nigdy więcej sprzedać nawet chusteczki do wycierania nosa a już na pewno nie bilety lotnicze - uprzedzalem i ostrzegałem jednak jak szanowni państwo mają wyjebane to ja tego tak nie zostawie - do zobaczenia w sądzie a z racji tego że zatpie by ktoś z przedstawicieli firmy fru pojawił się na rzecz zprwaie to dojdzie siatkowe kilkanaście tys funtów kart to wtedy może się ktoś czegoś nauczy - z poważaniem starsznie wkorwiony Klijent;https://www.trustpilot.com/reviews/64c8d2fde070d5bbe3013ee0;2023-08-01T11:40:13.0000000Z
Pani MonikaJaskółka,  okazała mi duuuuzo cierpliwości i była bardzo wyrozumiała. Grzecznie i profesjonalnie mnie prowadziła. Jestem mega zadowolona. Polecam obsługę tej Pani.;https://www.trustpilot.com/reviews/64affeb80feef35498284247;2023-07-14T01:17:48.0000000Z
Podczas dokonywania rezerwacji lotu do Rzymu, komputer samoistnie przekierował całą moją korespondencję na adres biznesowy, z którego nie korzystam prywatnie. Nie wiedziałam zatem, że bilet jest na służbowym (w trakcie weekendu - nie sprawdzam maili służbowych)Panie konsultantki z Fru.pl bardzo pomogły mi:p. Magda Strzelec i Emilia Gawrylak, za co obu bardzo dziękuję.;https://www.trustpilot.com/reviews/64ad3aeb184a2c3473148488;2023-07-11T13:20:11.0000000Z
Konsultant podróży Pani Monika Jaskółka ma nie tylko fajne nazwisko, ale to prawdziwa profesjonalistka - szybko i miło załatwi sprawy i rozwiązuje problemy.;https://www.trustpilot.com/reviews/64a816fe2f36a1db22b466c1;2023-07-07T15:45:34.0000000Z
Zakup biletu nie gwarantuje ceny. Po zakupie dostałem info, że cena wzrosła o 1200 PLN. Gdybym kupował bezpośrednio u linii lotniczych, nie miałbym takiego problemu. Kontakt tylko przez e-mail lub czat, więc to trochę trwa, a ceny biletów w tym czasie dalej mogą rosnąć. Spodziewałem się, ze przy opłacie serwisowej ponad 300 PLN będę mógł z kimś porozmawiać, a nie tylko pisać e-maile i czekać na odpowiedź.;https://www.trustpilot.com/reviews/64a661d0409b695b58d5c901;2023-07-06T08:40:16.0000000Z
Caly proses bardzo sprawny!w Killa minuti rezerwacja byla zrobiona,a wszystkie szczegoly przeslane na email.jedyny Minus to(moim zdaniem)troche wysoka oplata administracyjna.....ale ogolnie b.pozytywnie.;https://www.trustpilot.com/reviews/64a64a724a822676aab97144;2023-07-06T07:00:34.0000000Z
Pomocna była wymiana e-maili z Panią Moniką. Jest to życzliwa i kompetentna osoba. Niniejszym przekazuję serdeczne pozdrowienia i życzenia wszystkiego pozytywnego 🙂 .   Michał Bojar;https://www.trustpilot.com/reviews/64a55a00c47e31f7b7e4ba12;2023-07-05T13:54:40.0000000Z
Konsultant nie przeczytał dokładnie mojego zapytania. Poprosiłam o wykupienia miejsca w samolocie dla dwóch przelotów a otrzymałam dla 4. Na dalszą część wiadomości nie otrzymałam odpowiedzi.;https://www.trustpilot.com/reviews/64a453767e12556d65170c5d;2023-07-04T19:14:30.0000000Z
Ponownie miałam błąd w nazwisku w trakcie odprawy. Pani Emilia była  bardzo pomocna, pomogła nam się odprawić. Dzięki temu będziemy mogli spokojnie, bez nerwów, polecieć samolotem.;https://www.trustpilot.com/reviews/64a3bdc1703ebfc60c661390;2023-07-04T08:35:45.0000000Z
Jestem bardzo zadowolona z jakości obsługi Pani Anny Orzełek. Od 3 lat kontaktuję się i rezerwuję bilety za Pani pośrednictwem. Pani Anna zawsze stara się przestawić najbardziej optymalne bilety :)Jestem również zadowolona z obsługi Pani Aleksandry Kamańczyk :)Dziękuję bardzo za pomoc w wielu przypadkach.;https://www.trustpilot.com/reviews/649eaeb8c5465f82efffd7d8;2023-06-30T12:30:16.0000000Z
Rezerwacja biletu przebiegła szybko i intuicyjnie.  Korespondencja e-mailowa z fru.pl również była czytelna i szybka. Jedyny minus to brak infolinii, ponieważ nie wszystko da się dokładnie wytłumaczyć w korespondencji mailowej.;https://www.trustpilot.com/reviews/6499c74f94e40d8efbc8502f;2023-06-26T19:13:51.0000000Z
Porażka . Ciagle trzeba się dowiadywać dlaczego nie ma rezerwacji w systemie przewoźnika , nawet dwa tygodnie po wykupieniu lotu i tydzień przed lotem. Zero kontaktu poza mailem, czat został chyba wyłączony , wiec jak chciałem przebukowac bilet musiałem jechać na lotnisko żeby to zrobić osobiście . Tyle razy latałem z Fru i już nigdy więcej;https://www.trustpilot.com/reviews/6494588bcc36174a70477aa3;2023-06-22T16:19:55.0000000Z
"Dzięki za pomoc ""zagubionej"" na hali odlotów seniorce w zakupie biletu na lot do Kanady oraz umożliwienie telefonicznego kontaktu z rodziną w Polsce.";https://www.trustpilot.com/reviews/6488dfbda008fb338e38becd;2023-06-13T23:29:33.0000000Z
